file_path,text,emotion,speaker_id,raw_emotion,original_folder,original_file,dataset
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_sub_disgust.wav,sub,disgust,oaf,disgust,OAF_disgust,OAF_sub_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_fear\YAF_wheat_fear.wav,wheat,fear,yaf,fear,YAF_fear,YAF_wheat_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_gap_sad.wav,gap,sadness,oaf,sad,OAF_Sad,OAF_gap_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_goal_sad.wav,goal,sadness,oaf,sad,OAF_Sad,OAF_goal_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_sheep_happy.wav,sheep,happiness,oaf,happy,OAF_happy,OAF_sheep_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_juice_disgust.wav,juice,disgust,oaf,disgust,OAF_disgust,OAF_juice_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_hall_ps.wav,hall,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_hall_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_haze_disgust.wav,haze,disgust,oaf,disgust,OAF_disgust,OAF_haze_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_death_fear.wav,death,fear,oaf,fear,OAF_Fear,OAF_death_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_date_ps.wav,date,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_date_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_king_disgust.wav,king,disgust,oaf,disgust,OAF_disgust,OAF_king_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_moon_ps.wav,moon,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_moon_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_page_ps.wav,page,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_page_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_jug_happy.wav,jug,happiness,oaf,happy,OAF_happy,OAF_jug_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_chat_happy.wav,chat,happiness,oaf,happy,OAF_happy,OAF_chat_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_gaze_ps.wav,gaze,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_gaze_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_germ_disgust.wav,germ,disgust,oaf,disgust,OAF_disgust,OAF_germ_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_haze_sad.wav,haze,sadness,oaf,sad,OAF_Sad,OAF_haze_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_reach_happy.wav,reach,happiness,oaf,happy,OAF_happy,OAF_reach_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_void_fear.wav,void,fear,oaf,fear,OAF_Fear,OAF_void_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_hurl_fear.wav,hurl,fear,oaf,fear,OAF_Fear,OAF_hurl_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_door_sad.wav,door,sadness,oaf,sad,OAF_Sad,OAF_door_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_mood_happy.wav,mood,happiness,oaf,happy,OAF_happy,OAF_mood_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_fat_ps.wav,fat,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_fat_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_hush_neutral.wav,hush,neutral,oaf,neutral,OAF_neutral,OAF_hush_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_good_angry.wav,good,anger,oaf,angry,OAF_angry,OAF_good_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_mouse_sad.wav,mouse,sadness,oaf,sad,OAF_Sad,OAF_mouse_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_tell_angry.wav,tell,anger,oaf,angry,OAF_angry,OAF_tell_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_love_ps.wav,love,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_love_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_note_ps.wav,note,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_note_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_talk_happy.wav,talk,happiness,oaf,happy,OAF_happy,OAF_talk_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_sure_disgust.wav,sure,disgust,oaf,disgust,OAF_disgust,OAF_sure_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_hit_disgust.wav,hit,disgust,oaf,disgust,OAF_disgust,OAF_hit_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_seize_neutral.wav,seize,neutral,oaf,neutral,OAF_neutral,OAF_seize_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_whip_fear.wav,whip,fear,oaf,fear,OAF_Fear,OAF_whip_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_rag_fear.wav,rag,fear,oaf,fear,OAF_Fear,OAF_rag_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_lot_neutral.wav,lot,neutral,oaf,neutral,OAF_neutral,OAF_lot_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_deep_fear.wav,deep,fear,oaf,fear,OAF_Fear,OAF_deep_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_name_disgust.wav,name,disgust,oaf,disgust,OAF_disgust,OAF_name_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pick_angry.wav,pick,anger,oaf,angry,OAF_angry,OAF_pick_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_talk_neutral.wav,talk,neutral,oaf,neutral,OAF_neutral,OAF_talk_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_chat_sad.wav,chat,sadness,oaf,sad,OAF_Sad,OAF_chat_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_lean_neutral.wav,lean,neutral,oaf,neutral,OAF_neutral,OAF_lean_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_bath_disgust.wav,bath,disgust,oaf,disgust,OAF_disgust,OAF_bath_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_young_sad.wav,young,sadness,oaf,sad,OAF_Sad,OAF_young_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_shack_fear.wav,shack,fear,oaf,fear,OAF_Fear,OAF_shack_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_sour_ps.wav,sour,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_sour_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_food_sad.wav,food,sadness,oaf,sad,OAF_Sad,OAF_food_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_tool_happy.wav,tool,happiness,oaf,happy,OAF_happy,OAF_tool_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_dodge_ps.wav,dodge,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_dodge_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_wheat_fear.wav,wheat,fear,oaf,fear,OAF_Fear,OAF_wheat_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_said_happy.wav,said,happiness,oaf,happy,OAF_happy,OAF_said_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_white_angry.wav,white,anger,oaf,angry,OAF_angry,OAF_white_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_room_disgust.wav,room,disgust,oaf,disgust,OAF_disgust,OAF_room_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_said_sad.wav,said,sadness,oaf,sad,OAF_Sad,OAF_said_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_loaf_disgust.wav,loaf,disgust,oaf,disgust,OAF_disgust,OAF_loaf_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_make_ps.wav,make,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_make_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_shout_sad.wav,shout,sadness,oaf,sad,OAF_Sad,OAF_shout_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_deep_angry.wav,deep,anger,oaf,angry,OAF_angry,OAF_deep_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_life_fear.wav,life,fear,oaf,fear,OAF_Fear,OAF_life_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kill_angry.wav,kill,anger,oaf,angry,OAF_angry,OAF_kill_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_mood_neutral.wav,mood,neutral,oaf,neutral,OAF_neutral,OAF_mood_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hush_angry.wav,hush,anger,oaf,angry,OAF_angry,OAF_hush_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_search_ps.wav,search,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_search_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_vote_fear.wav,vote,fear,oaf,fear,OAF_Fear,OAF_vote_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_learn_neutral.wav,learn,neutral,oaf,neutral,OAF_neutral,OAF_learn_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_shack_neutral.wav,shack,neutral,oaf,neutral,OAF_neutral,OAF_shack_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_haze_neutral.wav,haze,neutral,oaf,neutral,OAF_neutral,OAF_haze_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_shawl_fear.wav,shawl,fear,oaf,fear,OAF_Fear,OAF_shawl_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_tip_sad.wav,tip,sadness,oaf,sad,OAF_Sad,OAF_tip_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_kite_fear.wav,kite,fear,oaf,fear,OAF_Fear,OAF_kite_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_fail_neutral.wav,fail,neutral,oaf,neutral,OAF_neutral,OAF_fail_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_five_ps.wav,five,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_five_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_yearn_ps.wav,yearn,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_yearn_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_lot_fear.wav,lot,fear,oaf,fear,OAF_Fear,OAF_lot_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_date_happy.wav,date,happiness,oaf,happy,OAF_happy,OAF_date_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gap_angry.wav,gap,anger,oaf,angry,OAF_angry,OAF_gap_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_haze_angry.wav,haze,anger,oaf,angry,OAF_angry,OAF_haze_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_choice_angry.wav,choice,anger,oaf,angry,OAF_angry,OAF_choice_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_angry\YAF_wheat_angry.wav,wheat,anger,yaf,angry,YAF_angry,YAF_wheat_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_voice_disgust.wav,voice,disgust,oaf,disgust,OAF_disgust,OAF_voice_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pad_angry.wav,pad,anger,oaf,angry,OAF_angry,OAF_pad_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_rough_disgust.wav,rough,disgust,oaf,disgust,OAF_disgust,OAF_rough_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_home_ps.wav,home,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_home_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_young_disgust.wav,young,disgust,oaf,disgust,OAF_disgust,OAF_young_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_jar_ps.wav,jar,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_jar_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_dodge_fear.wav,dodge,fear,oaf,fear,OAF_Fear,OAF_dodge_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_jug_disgust.wav,jug,disgust,oaf,disgust,OAF_disgust,OAF_jug_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_bought_neutral.wav,bought,neutral,oaf,neutral,OAF_neutral,OAF_bought_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_boat_happy.wav,boat,happiness,oaf,happy,OAF_happy,OAF_boat_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_thought_neutral.wav,thought,neutral,oaf,neutral,OAF_neutral,OAF_thought_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_ring_happy.wav,ring,happiness,oaf,happy,OAF_happy,OAF_ring_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_bone_neutral.wav,bone,neutral,oaf,neutral,OAF_neutral,OAF_bone_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_talk_disgust.wav,talk,disgust,oaf,disgust,OAF_disgust,OAF_talk_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_pearl_sad.wav,pearl,sadness,oaf,sad,OAF_Sad,OAF_pearl_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kite_angry.wav,kite,anger,oaf,angry,OAF_angry,OAF_kite_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_gap_disgust.wav,gap,disgust,oaf,disgust,OAF_disgust,OAF_gap_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_team_ps.wav,team,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_team_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_rough_ps.wav,rough,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_rough_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_knock_happy.wav,knock,happiness,oaf,happy,OAF_happy,OAF_knock_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_void_happy.wav,void,happiness,oaf,happy,OAF_happy,OAF_void_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_chain_fear.wav,chain,fear,oaf,fear,OAF_Fear,OAF_chain_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rot_angry.wav,rot,anger,oaf,angry,OAF_angry,OAF_rot_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_jug_angry.wav,jug,anger,oaf,angry,OAF_angry,OAF_jug_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_cause_angry.wav,cause,anger,oaf,angry,OAF_angry,OAF_cause_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_witch_ps.wav,witch,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_witch_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_jail_ps.wav,jail,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_jail_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_choice_ps.wav,choice,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_choice_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_sour_neutral.wav,sour,neutral,oaf,neutral,OAF_neutral,OAF_sour_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_raise_neutral.wav,raise,neutral,oaf,neutral,OAF_neutral,OAF_raise_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_join_sad.wav,join,sadness,oaf,sad,OAF_Sad,OAF_join_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_tough_fear.wav,tough,fear,oaf,fear,OAF_Fear,OAF_tough_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_chief_fear.wav,chief,fear,oaf,fear,OAF_Fear,OAF_chief_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_life_neutral.wav,life,neutral,oaf,neutral,OAF_neutral,OAF_life_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_came_neutral.wav,came,neutral,oaf,neutral,OAF_neutral,OAF_came_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_pool_fear.wav,pool,fear,oaf,fear,OAF_Fear,OAF_pool_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_mode_disgust.wav,mode,disgust,oaf,disgust,OAF_disgust,OAF_mode_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_pass_sad.wav,pass,sadness,oaf,sad,OAF_Sad,OAF_pass_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_neat_sad.wav,neat,sadness,oaf,sad,OAF_Sad,OAF_neat_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_dead_fear.wav,dead,fear,oaf,fear,OAF_Fear,OAF_dead_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_white_happy.wav,white,happiness,oaf,happy,OAF_happy,OAF_white_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_gap_neutral.wav,gap,neutral,oaf,neutral,OAF_neutral,OAF_gap_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_vine_neutral.wav,vine,neutral,oaf,neutral,OAF_neutral,OAF_vine_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_keg_disgust.wav,keg,disgust,oaf,disgust,OAF_disgust,OAF_keg_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_far_fear.wav,far,fear,oaf,fear,OAF_Fear,OAF_far_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_shall_disgust.wav,shall,disgust,oaf,disgust,OAF_disgust,OAF_shall_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_perch_happy.wav,perch,happiness,oaf,happy,OAF_happy,OAF_perch_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_phone_neutral.wav,phone,neutral,oaf,neutral,OAF_neutral,OAF_phone_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_good_fear.wav,good,fear,oaf,fear,OAF_Fear,OAF_good_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_void_ps.wav,void,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_void_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_food_angry.wav,food,anger,oaf,angry,OAF_angry,OAF_food_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_voice_ps.wav,voice,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_voice_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_hire_sad.wav,hire,sadness,oaf,sad,OAF_Sad,OAF_hire_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_rat_disgust.wav,rat,disgust,oaf,disgust,OAF_disgust,OAF_rat_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_page_neutral.wav,page,neutral,oaf,neutral,OAF_neutral,OAF_page_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mill_angry.wav,mill,anger,oaf,angry,OAF_angry,OAF_mill_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mouse_angry.wav,mouse,anger,oaf,angry,OAF_angry,OAF_mouse_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_mop_disgust.wav,mop,disgust,oaf,disgust,OAF_disgust,OAF_mop_disgust.wav,TESS
